Arabic Conjugation,Baab Name,Arabic Root,Urdu Translation,Meaning,Fael Text,Number,Gender,Person
قَدَمْتُ,نصر,قدم,میں (ایک عورت)  آگے ہوئی,آگے ہونا,ماضی معروف,واحد,مونث,متکلم
قَدَمْنَا,نصر,قدم,ہم (دو عورتیں)  آگے ہوئیں,آگے ہونا,ماضی معروف,تثنیہ,مونث,متکلم
قَدَمْنَا,نصر,قدم,ہم (سب عورتیں)  آگے ہوئیں,آگے ہونا,ماضی معروف,جمع,مونث,متکلم
مَا قَدَمَ,نصر,قدم,وہ (ایک مرد)  نہیں  آگے ہوا,آگے ہونا,ماضی معروف نفی,واحد,مذکر,غائب
مَا قَدَمَا,نصر,قدم,وہ (دو مرد)  نہیں  آگے ہوئے,آگے ہونا,ماضی معروف نفی,تثنیہ,مذکر,غائب
مَا قَدَمُوْا,نصر,قدم,وہ (سب مرد)  نہیں  آگے ہوئے,آگے ہونا,ماضی معروف نفی,جمع,مذکر,غائب
مَا قَدَمَتْ,نصر,قدم,وہ (ایک عورت)  نہیں  آگے ہوئی,آگے ہونا,ماضی معروف نفی,واحد,مونث,غائب
مَا قَدَمَتَا,نصر,قدم,وہ (دو عورتیں)  نہیں  آگے ہوئیں,آگے ہونا,ماضی معروف نفی,تثنیہ,مونث,غائب
مَا قَدَمْنَ,نصر,قدم,وہ (سب عورتیں)  نہیں  آگے ہوئیں,آگے ہونا,ماضی معروف نفی,جمع,مونث,غائب
مَا قَدَمْتَ,نصر,قدم,آپ (ایک مرد)  نہیں  آگے ہوئے,آگے ہونا,ماضی معروف نفی,واحد,مذکر,حاضر
مَا قَدَمْتُمَا,نصر,قدم,آپ (دو مرد)  نہیں  آگے ہوئے,آگے ہونا,ماضی معروف نفی,تثنیہ,مذکر,حاضر
مَا قَدَمْتُمْ,نصر,قدم,آپ (سب مرد)  نہیں  آگے ہوئے,آگے ہونا,ماضی معروف نفی,جمع,مذکر,حاضر
مَا قَدَمْتِ,نصر,قدم,آپ (ایک عورت)  نہیں  آگے ہوئی,آگے ہونا,ماضی معروف نفی,واحد,مونث,حاضر
مَا قَدَمْتُمَا,نصر,قدم,آپ (دو عورتیں)  نہیں  آگے ہوئیں,آگے ہونا,ماضی معروف نفی,تثنیہ,مونث,حاضر
مَا قَدَمْتُنَّ,نصر,قدم,آپ (سب عورتیں)  نہیں  آگے ہوئیں,آگے ہونا,ماضی معروف نفی,جمع,مونث,حاضر
مَا قَدَمْتُ,نصر,قدم,میں (ایک مرد)  نہیں  آگے ہوا,آگے ہونا,ماضی معروف نفی,واحد,مذکر,متکلم
مَا قَدَمْنَا,نصر,قدم,ہم (دو مرد)  نہیں  آگے ہوئے,آگے ہونا,ماضی معروف نفی,تثنیہ,مذکر,متکلم
مَا قَدَمْنَا,نصر,قدم,ہم (سب مرد)  نہیں  آگے ہوئے,آگے ہونا,ماضی معروف نفی,جمع,مذکر,متکلم
مَا قَدَمْتُ,نصر,قدم,میں (ایک عورت)  نہیں  آگے ہوئی,آگے ہونا,ماضی معروف نفی,واحد,مونث,متکلم
مَا قَدَمْنَا,نصر,قدم,ہم (دو عورتیں)  نہیں  آگے ہوئیں,آگے ہونا,ماضی معروف نفی,تثنیہ,مونث,متکلم
مَا قَدَمْنَا,نصر,قدم,ہم (سب عورتیں)  نہیں  آگے ہوئیں,آگے ہونا,ماضی معروف نفی,جمع,مونث,متکلم
یَقْدُمُ,نصر,قدم,وہ (ایک مرد) آگے ہوتا ہے,آگے ہونا,مضارع معروف,واحد,مذکر,غائب
یَقْدُمَانِ,نصر,قدم,وہ (دو مرد) آگے ہوتے ہیں,آگے ہونا,مضارع معروف,تثنیہ,مذکر,غائب
یَقْدُمُوْنَ,نصر,قدم,وہ (سب مرد) آگے ہوتے ہیں,آگے ہونا,مضارع معروف,جمع,مذکر,غائب
تَقْدُمُ,نصر,قدم,وہ (ایک عورت) آگے ہوتی ہے,آگے ہونا,مضارع معروف,واحد,مونث,غائب
تَقْدُمَانِ,نصر,قدم,وہ (دو عورتیں) آگے ہوتی ہیں,آگے ہونا,مضارع معروف,تثنیہ,مونث,غائب
یَقْدُمْنَ,نصر,قدم,وہ (سب عورتیں) آگے ہوتی ہیں,آگے ہونا,مضارع معروف,جمع,مونث,غائب
تَقْدُمُ,نصر,قدم,آپ (ایک مرد) آگے ہوتے ہو,آگے ہونا,مضارع معروف,واحد,مذکر,حاضر
تَقْدُمَانِ,نصر,قدم,آپ (دو مرد) آگے ہوتے ہو,آگے ہونا,مضارع معروف,تثنیہ,مذکر,حاضر
تَقْدُمُوْنَ,نصر,قدم,آپ (سب مرد) آگے ہوتے ہو,آگے ہونا,مضارع معروف,جمع,مذکر,حاضر
تَقْدُمِیْنَ,نصر,قدم,آپ (ایک عورت) آگے ہوتی ہو,آگے ہونا,مضارع معروف,واحد,مونث,حاضر
تَقْدُمَانِ,نصر,قدم,آپ (دو عورتیں) آگے ہوتی ہیں,آگے ہونا,مضارع معروف,تثنیہ,مونث,حاضر
تَقْدُمْنَ,نصر,قدم,آپ (سب عورتیں) آگے ہوتی ہیں,آگے ہونا,مضارع معروف,جمع,مونث,حاضر
اَقْدُمُ,نصر,قدم,میں (ایک مرد) آگے ہوتا ہوں,آگے ہونا,مضارع معروف,واحد,مذکر,متکلم
نَقْدُمُ,نصر,قدم,ہم (دو مرد) آگے ہوتے ہیں,آگے ہونا,مضارع معروف,تثنیہ,مذکر,متکلم
نَقْدُمُ,نصر,قدم,ہم (سب مرد) آگے ہوتے ہیں,آگے ہونا,مضارع معروف,جمع,مذکر,متکلم
اَقْدُمُ,نصر,قدم,میں (ایک عورت) آگے ہوتی ہوں,آگے ہونا,مضارع معروف,واحد,مونث,متکلم
نَقْدُمُ,نصر,قدم,ہم (دو عورتیں) آگے ہوتی ہیں,آگے ہونا,مضارع معروف,تثنیہ,مونث,متکلم
نَقْدُمُ,نصر,قدم,ہم (سب عورتیں) آگے ہوتی ہیں,آگے ہونا,مضارع معروف,جمع,مونث,متکلم
لَا یَقْدُمُ,نصر,قدم,وہ (ایک مرد)  نہیں آگے ہوتا ہے,آگے ہونا,مضارع معروف نفی,واحد,مذکر,غائب
لَا یَقْدُمَانِ,نصر,قدم,وہ (دو مرد)  نہیں آگے ہوتے ہیں,آگے ہونا,مضارع معروف نفی,تثنیہ,مذکر,غائب
لَا یَقْدُمُوْنَ,نصر,قدم,وہ (سب مرد)  نہیں آگے ہوتے ہیں,آگے ہونا,مضارع معروف نفی,جمع,مذکر,غائب
لَا تَقْدُمُ,نصر,قدم,وہ (ایک عورت)  نہیں آگے ہوتی ہے,آگے ہونا,مضارع معروف نفی,واحد,مونث,غائب
لَا تَقْدُمَانِ,نصر,قدم,وہ (دو عورتیں)  نہیں آگے ہوتی ہیں,آگے ہونا,مضارع معروف نفی,تثنیہ,مونث,غائب
لَا یَقْدُمْنَ,نصر,قدم,وہ (سب عورتیں)  نہیں آگے ہوتی ہیں,آگے ہونا,مضارع معروف نفی,جمع,مونث,غائب
لَا تَقْدُمُ,نصر,قدم,آپ (ایک مرد)  نہیں آگے ہوتے ہو,آگے ہونا,مضارع معروف نفی,واحد,مذکر,حاضر
لَا تَقْدُمَانِ,نصر,قدم,آپ (دو مرد)  نہیں آگے ہوتے ہو,آگے ہونا,مضارع معروف نفی,تثنیہ,مذکر,حاضر
لَا تَقْدُمُوْنَ,نصر,قدم,آپ (سب مرد)  نہیں آگے ہوتے ہو,آگے ہونا,مضارع معروف نفی,جمع,مذکر,حاضر
لَا تَقْدُمِیْنَ,نصر,قدم,آپ (ایک عورت)  نہیں آگے ہوتی ہو,آگے ہونا,مضارع معروف نفی,واحد,مونث,حاضر
لَا تَقْدُمَانِ,نصر,قدم,آپ (دو عورتیں)  نہیں آگے ہوتی ہیں,آگے ہونا,مضارع معروف نفی,تثنیہ,مونث,حاضر
لَا تَقْدُمْنَ,نصر,قدم,آپ (سب عورتیں)  نہیں آگے ہوتی ہیں,آگے ہونا,مضارع معروف نفی,جمع,مونث,حاضر
لَا اَقْدُمُ,نصر,قدم,میں (ایک مرد)  نہیں آگے ہوتا ہوں,آگے ہونا,مضارع معروف نفی,واحد,مذکر,متکلم
لَا نَقْدُمُ,نصر,قدم,ہم (دو مرد)  نہیں آگے ہوتے ہیں,آگے ہونا,مضارع معروف نفی,تثنیہ,مذکر,متکلم
لَا نَقْدُمُ,نصر,قدم,ہم (سب مرد)  نہیں آگے ہوتے ہیں,آگے ہونا,مضارع معروف نفی,جمع,مذکر,متکلم
لَا اَقْدُمُ,نصر,قدم,میں (ایک عورت)  نہیں آگے ہوتی ہوں,آگے ہونا,مضارع معروف نفی,واحد,مونث,متکلم
لَا نَقْدُمُ,نصر,قدم,ہم (دو عورتیں)  نہیں آگے ہوتی ہیں,آگے ہونا,مضارع معروف نفی,تثنیہ,مونث,متکلم
لَا نَقْدُمُ,نصر,قدم,ہم (سب عورتیں)  نہیں آگے ہوتی ہیں,آگے ہونا,مضارع معروف نفی,جمع,مونث,متکلم
سَجَنَ,نصر,سجن,اس (ایک مرد) نے  قید کیا,قید کرنا,ماضی معروف,واحد,مذکر,غائب
سَجَنَا,نصر,سجن,ان (دو مردوں) نے  قید کیا,قید کرنا,ماضی معروف,تثنیہ,مذکر,غائب
سَجَنُوْا,نصر,سجن,ان (سب مردوں) نے  قید کیا,قید کرنا,ماضی معروف,جمع,مذکر,غائب
سَجَنَتْ,نصر,سجن,اس (ایک عورت) نے  قید کیا,قید کرنا,ماضی معروف,واحد,مونث,غائب
سَجَنَتَا,نصر,سجن,ان (دو عورتوں) نے  قید کیا,قید کرنا,ماضی معروف,تثنیہ,مونث,غائب
سَجَنْنَ,نصر,سجن,ان (سب عورتوں) نے  قید کیا,قید کرنا,ماضی معروف,جمع,مونث,غائب
سَجَنْتَ,نصر,سجن,آپ ایک مرد نے  قید کیا,قید کرنا,ماضی معروف,واحد,مذکر,حاضر
سَجَنْتُمَا,نصر,سجن,آپ دو مردوں نے  قید کیا,قید کرنا,ماضی معروف,تثنیہ,مذکر,حاضر
سَجَنْتُمْ,نصر,سجن,آپ سب مردوں نے  قید کیا,قید کرنا,ماضی معروف,جمع,مذکر,حاضر
سَجَنْتِ,نصر,سجن,آپ (ایک عورت) نے  قید کیا,قید کرنا,ماضی معروف,واحد,مونث,حاضر
سَجَنْتُمَا,نصر,سجن,آپ (دو عورتوں) نے  قید کیا,قید کرنا,ماضی معروف,تثنیہ,مونث,حاضر
سَجَنْتُنَّ,نصر,سجن,آپ (سب عورتوں) نے  قید کیا,قید کرنا,ماضی معروف,جمع,مونث,حاضر
سَجَنْتُ,نصر,سجن,میں (ایک مرد) نے  قید کیا,قید کرنا,ماضی معروف,واحد,مذکر,متکلم
سَجَنْنَا,نصر,سجن,ہم (دو مردوں) نے  قید کیا,قید کرنا,ماضی معروف,تثنیہ,مذکر,متکلم
سَجَنْنَا,نصر,سجن,ہم (سب مردوں) نے  قید کیا,قید کرنا,ماضی معروف,جمع,مذکر,متکلم
سَجَنْتُ,نصر,سجن,میں (ایک عورت) نے  قید کیا,قید کرنا,ماضی معروف,واحد,مونث,متکلم
سَجَنْنَا,نصر,سجن,ہم (دو عورتوں) نے  قید کیا,قید کرنا,ماضی معروف,تثنیہ,مونث,متکلم
سَجَنْنَا,نصر,سجن,ہم (سب عورتوں) نے  قید کیا,قید کرنا,ماضی معروف,جمع,مونث,متکلم
مَا سَجَنَ,نصر,سجن,اس (ایک مرد) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,واحد,مذکر,غائب
مَا سَجَنَا,نصر,سجن,ان (دو مردوں) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,تثنیہ,مذکر,غائب
مَا سَجَنُوْا,نصر,سجن,ان (سب مردوں) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,جمع,مذکر,غائب
مَا سَجَنَتْ,نصر,سجن,اس (ایک عورت) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,واحد,مونث,غائب
مَا سَجَنَتَا,نصر,سجن,ان (دو عورتوں) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,تثنیہ,مونث,غائب
مَا سَجَنْنَ,نصر,سجن,ان (سب عورتوں) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,جمع,مونث,غائب
مَا سَجَنْتَ,نصر,سجن,آپ ایک مرد نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,واحد,مذکر,حاضر
مَا سَجَنْتُمَا,نصر,سجن,آپ دو مردوں نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,تثنیہ,مذکر,حاضر
مَا سَجَنْتُمْ,نصر,سجن,آپ سب مردوں نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,جمع,مذکر,حاضر
مَا سَجَنْتِ,نصر,سجن,آپ (ایک عورت) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,واحد,مونث,حاضر
مَا سَجَنْتُمَا,نصر,سجن,آپ (دو عورتوں) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,تثنیہ,مونث,حاضر
مَا سَجَنْتُنَّ,نصر,سجن,آپ (سب عورتوں) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,جمع,مونث,حاضر
مَا سَجَنْتُ,نصر,سجن,میں (ایک مرد) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,واحد,مذکر,متکلم
مَا سَجَنْنَا,نصر,سجن,ہم (دو مردوں) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,تثنیہ,مذکر,متکلم
مَا سَجَنْنَا,نصر,سجن,ہم (سب مردوں) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,جمع,مذکر,متکلم
مَا سَجَنْتُ,نصر,سجن,میں (ایک عورت) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,واحد,مونث,متکلم
مَا سَجَنْنَا,نصر,سجن,ہم (دو عورتوں) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,تثنیہ,مونث,متکلم
مَا سَجَنْنَا,نصر,سجن,ہم (سب عورتوں) نے  نہیں  قید کیا,قید کرنا,ماضی معروف نفی,جمع,مونث,متکلم
یَسْجُنُ,نصر,سجن,وہ (ایک مرد) قید کرتا ہے,قید کرنا,مضارع معروف,واحد,مذکر,غائب
یَسْجُنَانِ,نصر,سجن,وہ (دو مرد) قید کرتے ہیں,قید کرنا,مضارع معروف,تثنیہ,مذکر,غائب
یَسْجُنُوْنَ,نصر,سجن,وہ (سب مرد) قید کرتے ہیں,قید کرنا,مضارع معروف,جمع,مذکر,غائب
تَسْجُنُ,نصر,سجن,وہ (ایک عورت) قید کرتی ہے,قید کرنا,مضارع معروف,واحد,مونث,غائب
تَسْجُنَانِ,نصر,سجن,وہ (دو عورتیں) قید کرتی ہیں,قید کرنا,مضارع معروف,تثنیہ,مونث,غائب
یَسْجُنْنَ,نصر,سجن,وہ (سب عورتیں) قید کرتی ہیں,قید کرنا,مضارع معروف,جمع,مونث,غائب
تَسْجُنُ,نصر,سجن,آپ (ایک مرد) قید کرتے ہو,قید کرنا,مضارع معروف,واحد,مذکر,حاضر
تَسْجُنَانِ,نصر,سجن,آپ (دو مرد) قید کرتے ہو,قید کرنا,مضارع معروف,تثنیہ,مذکر,حاضر
تَسْجُنُوْنَ,نصر,سجن,آپ (سب مرد) قید کرتے ہو,قید کرنا,مضارع معروف,جمع,مذکر,حاضر
تَسْجُنِیْنَ,نصر,سجن,آپ (ایک عورت) قید کرتی ہو,قید کرنا,مضارع معروف,واحد,مونث,حاضر
تَسْجُنَانِ,نصر,سجن,آپ (دو عورتیں) قید کرتی ہیں,قید کرنا,مضارع معروف,تثنیہ,مونث,حاضر
تَسْجُنْنَ,نصر,سجن,آپ (سب عورتیں) قید کرتی ہیں,قید کرنا,مضارع معروف,جمع,مونث,حاضر
اَسْجُنُ,نصر,سجن,میں (ایک مرد) قید کرتا ہوں,قید کرنا,مضارع معروف,واحد,مذکر,متکلم
نَسْجُنُ,نصر,سجن,ہم (دو مرد) قید کرتے ہیں,قید کرنا,مضارع معروف,تثنیہ,مذکر,متکلم
نَسْجُنُ,نصر,سجن,ہم (سب مرد) قید کرتے ہیں,قید کرنا,مضارع معروف,جمع,مذکر,متکلم
اَسْجُنُ,نصر,سجن,میں (ایک عورت) قید کرتی ہوں,قید کرنا,مضارع معروف,واحد,مونث,متکلم
نَسْجُنُ,نصر,سجن,ہم (دو عورتیں) قید کرتی ہیں,قید کرنا,مضارع معروف,تثنیہ,مونث,متکلم
نَسْجُنُ,نصر,سجن,ہم (سب عورتیں) قید کرتی ہیں,قید کرنا,مضارع معروف,جمع,مونث,متکلم
لَا یَسْجُنُ,نصر,سجن,وہ (ایک مرد)  نہیں قید کرتا ہے,قید کرنا,مضارع معروف نفی,واحد,مذکر,غائب
لَا یَسْجُنَانِ,نصر,سجن,وہ (دو مرد)  نہیں قید کرتے ہیں,قید کرنا,مضارع معروف نفی,تثنیہ,مذکر,غائب
لَا یَسْجُنُوْنَ,نصر,سجن,وہ (سب مرد)  نہیں قید کرتے ہیں,قید کرنا,مضارع معروف نفی,جمع,مذکر,غائب
لَا تَسْجُنُ,نصر,سجن,وہ (ایک عورت)  نہیں قید کرتی ہے,قید کرنا,مضارع معروف نفی,واحد,مونث,غائب
لَا تَسْجُنَانِ,نصر,سجن,وہ (دو عورتیں)  نہیں قید کرتی ہیں,قید کرنا,مضارع معروف نفی,تثنیہ,مونث,غائب
لَا یَسْجُنْنَ,نصر,سجن,وہ (سب عورتیں)  نہیں قید کرتی ہیں,قید کرنا,مضارع معروف نفی,جمع,مونث,غائب
لَا تَسْجُنُ,نصر,سجن,آپ (ایک مرد)  نہیں قید کرتے ہو,قید کرنا,مضارع معروف نفی,واحد,مذکر,حاضر
لَا تَسْجُنَانِ,نصر,سجن,آپ (دو مرد)  نہیں قید کرتے ہو,قید کرنا,مضارع معروف نفی,تثنیہ,مذکر,حاضر
لَا تَسْجُنُوْنَ,نصر,سجن,آپ (سب مرد)  نہیں قید کرتے ہو,قید کرنا,مضارع معروف نفی,جمع,مذکر,حاضر
لَا تَسْجُنِیْنَ,نصر,سجن,آپ (ایک عورت)  نہیں قید کرتی ہو,قید کرنا,مضارع معروف نفی,واحد,مونث,حاضر
لَا تَسْجُنَانِ,نصر,سجن,آپ (دو عورتیں)  نہیں قید کرتی ہیں,قید کرنا,مضارع معروف نفی,تثنیہ,مونث,حاضر
لَا تَسْجُنْنَ,نصر,سجن,آپ (سب عورتیں)  نہیں قید کرتی ہیں,قید کرنا,مضارع معروف نفی,جمع,مونث,حاضر
لَا اَسْجُنُ,نصر,سجن,میں (ایک مرد)  نہیں قید کرتا ہوں,قید کرنا,مضارع معروف نفی,واحد,مذکر,متکلم
لَا نَسْجُنُ,نصر,سجن,ہم (دو مرد)  نہیں قید کرتے ہیں,قید کرنا,مضارع معروف نفی,تثنیہ,مذکر,متکلم
لَا نَسْجُنُ,نصر,سجن,ہم (سب مرد)  نہیں قید کرتے ہیں,قید کرنا,مضارع معروف نفی,جمع,مذکر,متکلم
لَا اَسْجُنُ,نصر,سجن,میں (ایک عورت)  نہیں قید کرتی ہوں,قید کرنا,مضارع معروف نفی,واحد,مونث,متکلم
لَا نَسْجُنُ,نصر,سجن,ہم (دو عورتیں)  نہیں قید کرتی ہیں,قید کرنا,مضارع معروف نفی,تثنیہ,مونث,متکلم
لَا نَسْجُنُ,نصر,سجن,ہم (سب عورتیں)  نہیں قید کرتی ہیں,قید کرنا,مضارع معروف نفی,جمع,مونث,متکلم
عَبَرَ,نصر,عبر,اس (ایک مرد) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,واحد,مذکر,غائب
عَبَرَا,نصر,عبر,ان (دو مردوں) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,تثنیہ,مذکر,غائب
عَبَرُوْا,نصر,عبر,ان (سب مردوں) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,جمع,مذکر,غائب
عَبَرَتْ,نصر,عبر,اس (ایک عورت) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,واحد,مونث,غائب
عَبَرَتَا,نصر,عبر,ان (دو عورتوں) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,تثنیہ,مونث,غائب
عَبَرْنَ,نصر,عبر,ان (سب عورتوں) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,جمع,مونث,غائب
عَبَرْتَ,نصر,عبر,آپ ایک مرد نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,واحد,مذکر,حاضر
عَبَرْتُمَا,نصر,عبر,آپ دو مردوں نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,تثنیہ,مذکر,حاضر
عَبَرْتُمْ,نصر,عبر,آپ سب مردوں نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,جمع,مذکر,حاضر
عَبَرْتِ,نصر,عبر,آپ (ایک عورت) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,واحد,مونث,حاضر
عَبَرْتُمَا,نصر,عبر,آپ (دو عورتوں) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,تثنیہ,مونث,حاضر
عَبَرْتُنَّ,نصر,عبر,آپ (سب عورتوں) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,جمع,مونث,حاضر
عَبَرْتُ,نصر,عبر,میں (ایک مرد) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,واحد,مذکر,متکلم
عَبَرْنَا,نصر,عبر,ہم (دو مردوں) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,تثنیہ,مذکر,متکلم
عَبَرْنَا,نصر,عبر,ہم (سب مردوں) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,جمع,مذکر,متکلم
عَبَرْتُ,نصر,عبر,میں (ایک عورت) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,واحد,مونث,متکلم
عَبَرْنَا,نصر,عبر,ہم (دو عورتوں) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,تثنیہ,مونث,متکلم
عَبَرْنَا,نصر,عبر,ہم (سب عورتوں) نے  تعبیر کیا,تعبیر کرنا,ماضی معروف,جمع,مونث,متکلم
مَا عَبَرَ,نصر,عبر,اس (ایک مرد) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,واحد,مذکر,غائب
مَا عَبَرَا,نصر,عبر,ان (دو مردوں) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,تثنیہ,مذکر,غائب
مَا عَبَرُوْا,نصر,عبر,ان (سب مردوں) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,جمع,مذکر,غائب
مَا عَبَرَتْ,نصر,عبر,اس (ایک عورت) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,واحد,مونث,غائب
مَا عَبَرَتَا,نصر,عبر,ان (دو عورتوں) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,تثنیہ,مونث,غائب
مَا عَبَرْنَ,نصر,عبر,ان (سب عورتوں) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,جمع,مونث,غائب
مَا عَبَرْتَ,نصر,عبر,آپ ایک مرد نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,واحد,مذکر,حاضر
مَا عَبَرْتُمَا,نصر,عبر,آپ دو مردوں نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,تثنیہ,مذکر,حاضر
مَا عَبَرْتُمْ,نصر,عبر,آپ سب مردوں نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,جمع,مذکر,حاضر
مَا عَبَرْتِ,نصر,عبر,آپ (ایک عورت) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,واحد,مونث,حاضر
مَا عَبَرْتُمَا,نصر,عبر,آپ (دو عورتوں) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,تثنیہ,مونث,حاضر
مَا عَبَرْتُنَّ,نصر,عبر,آپ (سب عورتوں) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,جمع,مونث,حاضر
مَا عَبَرْتُ,نصر,عبر,میں (ایک مرد) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,واحد,مذکر,متکلم
مَا عَبَرْنَا,نصر,عبر,ہم (دو مردوں) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,تثنیہ,مذکر,متکلم
مَا عَبَرْنَا,نصر,عبر,ہم (سب مردوں) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,جمع,مذکر,متکلم
مَا عَبَرْتُ,نصر,عبر,میں (ایک عورت) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,واحد,مونث,متکلم
مَا عَبَرْنَا,نصر,عبر,ہم (دو عورتوں) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,تثنیہ,مونث,متکلم
مَا عَبَرْنَا,نصر,عبر,ہم (سب عورتوں) نے  نہیں  تعبیر کیا,تعبیر کرنا,ماضی معروف نفی,جمع,مونث,متکلم
یَعْبُرُ,نصر,عبر,وہ (ایک مرد) تعبیر کرتا ہے,تعبیر کرنا,مضارع معروف,واحد,مذکر,غائب
یَعْبُرَانِ,نصر,عبر,وہ (دو مرد) تعبیر کرتے ہیں,تعبیر کرنا,مضارع معروف,تثنیہ,مذکر,غائب
یَعْبُرُوْنَ,نصر,عبر,وہ (سب مرد) تعبیر کرتے ہیں,تعبیر کرنا,مضارع معروف,جمع,مذکر,غائب
تَعْبُرُ,نصر,عبر,وہ (ایک عورت) تعبیر کرتی ہے,تعبیر کرنا,مضارع معروف,واحد,مونث,غائب
تَعْبُرَانِ,نصر,عبر,وہ (دو عورتیں) تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف,تثنیہ,مونث,غائب
یَعْبُرْنَ,نصر,عبر,وہ (سب عورتیں) تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف,جمع,مونث,غائب
تَعْبُرُ,نصر,عبر,آپ (ایک مرد) تعبیر کرتے ہو,تعبیر کرنا,مضارع معروف,واحد,مذکر,حاضر
تَعْبُرَانِ,نصر,عبر,آپ (دو مرد) تعبیر کرتے ہو,تعبیر کرنا,مضارع معروف,تثنیہ,مذکر,حاضر
تَعْبُرُوْنَ,نصر,عبر,آپ (سب مرد) تعبیر کرتے ہو,تعبیر کرنا,مضارع معروف,جمع,مذکر,حاضر
تَعْبُرِیْنَ,نصر,عبر,آپ (ایک عورت) تعبیر کرتی ہو,تعبیر کرنا,مضارع معروف,واحد,مونث,حاضر
تَعْبُرَانِ,نصر,عبر,آپ (دو عورتیں) تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف,تثنیہ,مونث,حاضر
تَعْبُرْنَ,نصر,عبر,آپ (سب عورتیں) تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف,جمع,مونث,حاضر
اَعْبُرُ,نصر,عبر,میں (ایک مرد) تعبیر کرتا ہوں,تعبیر کرنا,مضارع معروف,واحد,مذکر,متکلم
نَعْبُرُ,نصر,عبر,ہم (دو مرد) تعبیر کرتے ہیں,تعبیر کرنا,مضارع معروف,تثنیہ,مذکر,متکلم
نَعْبُرُ,نصر,عبر,ہم (سب مرد) تعبیر کرتے ہیں,تعبیر کرنا,مضارع معروف,جمع,مذکر,متکلم
اَعْبُرُ,نصر,عبر,میں (ایک عورت) تعبیر کرتی ہوں,تعبیر کرنا,مضارع معروف,واحد,مونث,متکلم
نَعْبُرُ,نصر,عبر,ہم (دو عورتیں) تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف,تثنیہ,مونث,متکلم
